Duty,L1,L2,L3,Vin,Vdc
,,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
